Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2018,CA,California,Orange,06059,06059063808,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,,,8.9,10.2,6393,POINT (-117.9256186 33.65525709),06059063808,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059063902,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.1,9.0,6670,POINT (-117.9136302 33.67783553),06059063902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059063903,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8.0,8.9,3957,POINT (-117.9008434 33.68219657),06059063903,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059063904,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.1,9.2,4658,POINT (-117.8988979 33.6714429),06059063904,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059063905,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,7.9,8.8,4375,POINT (-117.9136082 33.66197207),06059063905,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059063906,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.5,9.5,6591,POINT (-117.90789 33.6577554),06059063906,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059063907,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.6,,,7.3,8.0,6994,POINT (-117.9029761 33.69274782),06059063907,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059063908,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.7,8.6,5430,POINT (-117.8855095 33.68260619),06059063908,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074003,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.8,,,7.3,8.5,3137,POINT (-117.8624106 33.70863882),06059074003,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074004,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8.1,8.9,7444,POINT (-117.872573 33.70151394),06059074004,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074005,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,7.9,9.0,7432,POINT (-117.8809091 33.70882402),06059074005,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074006,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,7.7,8.9,5555,POINT (-117.8817187 33.69803717),06059074006,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074102,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,7.9,9.3,6819,POINT (-117.8902658 33.72127815),06059074102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074103,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.0,9.4,5026,POINT (-117.8809081 33.72173578),06059074103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074106,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.1,9.1,6015,POINT (-117.9142302 33.70550979),06059074106,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074107,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.6,,,7.2,8.1,5512,POINT (-117.8942317 33.69962405),06059074107,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074108,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,7.9,9.4,5226,POINT (-117.9105563 33.7207814),06059074108,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074109,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.8,,,8.1,9.5,3801,POINT (-117.8986677 33.72109859),06059074109,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074110,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.9,,,7.5,8.4,3843,POINT (-117.9006473 33.70972351),06059074110,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074111,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.6,8.5,5568,POINT (-117.8912549 33.70977811),06059074111,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,7.8,9.3,9450,POINT (-117.8701197 33.72169665),06059074200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.3,9.8,4392,POINT (-117.8602678 33.71959013),06059074300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074403,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.3,10.4,5688,POINT (-117.8470389 33.7280735),06059074403,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074405,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,8.9,11.0,5820,POINT (-117.8596681 33.75223277),06059074405,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074406,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.5,9.9,3797,POINT (-117.8492703 33.74813076),06059074406,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074407,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.7,9.8,6700,POINT (-117.8421911 33.73787431),06059074407,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074408,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.4,9.7,5399,POINT (-117.8366415 33.73771352),06059074408,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074501,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,,,8.8,10.5,6880,POINT (-117.8569761 33.73855437),06059074501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074502,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.5,9.9,5674,POINT (-117.8600146 33.72839652),06059074502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074601,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.8,10.0,8286,POINT (-117.8712832 33.73432207),06059074601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074602,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.7,10.3,9156,POINT (-117.8640176 33.73638601),06059074602,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074701,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,,,8.7,10.5,8346,POINT (-117.8955051 33.73090605),06059074701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074702,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.2,9.6,6316,POINT (-117.8825368 33.73080359),06059074702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074801,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.3,10.1,5499,POINT (-117.8891982 33.74354802),06059074801,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074802,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.4,10.4,5845,POINT (-117.8994382 33.74427222),06059074802,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074803,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.0,9.2,9053,POINT (-117.908695 33.7359566),06059074803,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074805,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,8.8,10.7,5962,POINT (-117.9026524 33.73718074),06059074805,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074806,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,,,9.3,10.3,5057,POINT (-117.8922716 33.73683037),06059074806,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074901,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,,,8.6,10.1,9170,POINT (-117.8788602 33.74328773),06059074901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059074902,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,9.5,11.1,6627,POINT (-117.8798876 33.73704402),06059074902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075002,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,9.4,11.1,8605,POINT (-117.8685104 33.74808256),06059075002,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075003,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.5,,,9.9,11.2,7408,POINT (-117.8707006 33.75727366),06059075003,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075004,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,9.4,10.8,5245,POINT (-117.8656675 33.75830339),06059075004,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.7,9.7,9983,POINT (-117.8797075 33.75567081),06059075100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075201,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.8,9.8,5822,POINT (-117.9002141 33.75305583),06059075201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075202,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.3,9.7,5753,POINT (-117.8902606 33.75486891),06059075202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075301,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.0,9.2,5712,POINT (-117.8812707 33.7750009),06059075301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075302,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,7.8,9.1,4481,POINT (-117.8898341 33.76440121),06059075302,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075303,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.1,9.2,3412,POINT (-117.8740156 33.76616598),06059075303,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075401,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.1,8.9,3895,POINT (-117.8609103 33.76741366),06059075401,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075403,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,8.9,7081,POINT (-117.8423811 33.75322547),06059075403,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075404,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.7,8.7,6347,POINT (-117.8477582 33.76796321),06059075404,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075405,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.5,9.6,2980,POINT (-117.8412627 33.76342594),06059075405,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075504,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.4,9.1,4041,POINT (-117.8244753 33.75305817),06059075504,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075505,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8.0,8.9,3599,POINT (-117.8246851 33.74398917),06059075505,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075506,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,8.0,8.7,3437,POINT (-117.8072084 33.74192536),06059075506,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075507,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.6,5187,POINT (-117.8126693 33.7362256),06059075507,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075512,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,9.0,3548,POINT (-117.8214466 33.73287984),06059075512,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075513,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.7,5074,POINT (-117.8147352 33.72847066),06059075513,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075514,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.6,10.0,3703,POINT (-117.8293974 33.73655267),06059075514,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075515,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.8,,,7.5,8.1,15295,POINT (-117.8354148 33.70123271),06059075515,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075603,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,8.0,8.6,3790,POINT (-117.8013395 33.7488201),06059075603,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075604,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.8,,,7.5,8.1,7487,POINT (-117.7854555 33.77896737),06059075604,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075605,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.6,8.3,5776,POINT (-117.769635 33.77766553),06059075605,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075606,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.7,,,7.4,8.0,6941,POINT (-117.7856466 33.75372416),06059075606,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075607,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.7,,,7.4,8.1,6065,POINT (-117.7821446 33.73999176),06059075607,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075701,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.4,9.0,6879,POINT (-117.8278584 33.7666554),06059075701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075702,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.8,8.5,3343,POINT (-117.814409 33.7588011),06059075702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075703,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.8,,,7.4,8.3,4069,POINT (-117.8074364 33.76725567),06059075703,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075805,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.6,9.5,4213,POINT (-117.8365221 33.79326823),06059075805,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075806,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.3,9.2,6121,POINT (-117.837643 33.78056091),06059075806,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075807,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.0,9.1,4324,POINT (-117.8202213 33.78413996),06059075807,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075808,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8.1,8.8,3404,POINT (-117.8204081 33.77693877),06059075808,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075809,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.6,8.6,3023,POINT (-117.8092859 33.82228442),06059075809,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075810,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.6,3046,POINT (-117.8123737 33.81073478),06059075810,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075811,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.5,9.6,3332,POINT (-117.8298365 33.81812735),06059075811,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075812,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.5,9.4,6573,POINT (-117.8287766 33.80799166),06059075812,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075813,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.1,,,7.7,8.5,5069,POINT (-117.8248939 33.83125346),06059075813,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075814,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.6,8.5,3327,POINT (-117.8054785 33.83171241),06059075814,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075815,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.6,9.5,5176,POINT (-117.8253352 33.79705783),06059075815,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075816,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.8,,,8.3,9.4,3709,POINT (-117.8185522 33.79201116),06059075816,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075901,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,,,9.1,10.0,4126,POINT (-117.8531136 33.79149046),06059075901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059075902,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.7,9.6,6548,POINT (-117.8508299 33.78070623),06059075902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076000,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,,,8.1,9.1,8371,POINT (-117.868394 33.78124433),06059076000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076101,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.7,8.5,8933,POINT (-117.8771075 33.79512221),06059076101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076102,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.7,,,7.3,8.2,7487,POINT (-117.8917686 33.7843927),06059076102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076103,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.2,9.2,9137,POINT (-117.9017388 33.78333114),06059076103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076201,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.7,8.4,6772,POINT (-117.8527563 33.83717029),06059076201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076202,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.3,9.1,5812,POINT (-117.8390561 33.83930542),06059076202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076204,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,,,9.0,10.0,4492,POINT (-117.8614028 33.81311132),06059076204,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076205,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.7,10.4,6847,POINT (-117.8488454 33.80512271),06059076205,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076206,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.5,9.5,4517,POINT (-117.8402054 33.80564861),06059076206,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059076208,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,,,8.4,9.4,4999,POINT (-117.8434448 33.82259814),06059076208,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086301,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,7.8,8.9,7474,POINT (-117.8962819 33.832767),06059086301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086303,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.7,8.2,6212,POINT (-117.890605 33.81183443),06059086303,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086304,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.2,9.2,4847,POINT (-117.8792059 33.83548763),06059086304,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086305,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.0,,,7.5,8.5,4006,POINT (-117.8794251 33.82916452),06059086305,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086306,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.2,9.0,3658,POINT (-117.8765232 33.82323238),06059086306,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086402,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,8.1,9.1,5651,POINT (-117.8849586 33.84626453),06059086402,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086404,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,7.7,9.1,6546,POINT (-117.8978127 33.85063106),06059086404,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086405,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.8,10.2,6578,POINT (-117.8971557 33.84343993),06059086405,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086406,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,8.0,9.0,4330,POINT (-117.876228 33.84382071),06059086406,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086407,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,8.5,9.5,6488,POINT (-117.8580315 33.8440898),06059086407,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086501,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.6,10.1,4848,POINT (-117.9187199 33.84671751),06059086501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086502,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.6,10.3,6551,POINT (-117.9100818 33.84778656),06059086502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086601,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.4,9.8,9584,POINT (-117.932927 33.85077387),06059086601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086602,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.7,,,8.3,9.2,6131,POINT (-117.9331243 33.84405051),06059086602,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,CA,California,Orange,06059,06059086701,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,7.8,8.8,8876,POINT (-117.9565825 33.85120647),06059086701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
